-1.2 1 0.3 -0.371859 -0.392858 0.0794131 0.372476 0.140204 
-1.16 1 0.29 -0.380754 -0.384105 0.0978104 0.373493 0.117559 
-1.12 1 0.28 -0.389347 -0.374911 0.115882 0.373297 0.0945236 
-1.08 1 0.27 -0.397638 -0.36529 0.133598 0.371904 0.0712014 
-1.04 1 0.26 -0.405628 -0.355258 0.150927 0.369332 0.0476948 
-1 1 0.25 -0.413317 -0.34483 0.167842 0.365601 0.0241058 
-0.96 1 0.24 -0.420703 -0.334022 0.184314 0.360736 0.000534403 
-0.92 1 0.23 -0.427789 -0.322848 0.200317 0.354761 -0.0229209 
-0.88 1 0.22 -0.434573 -0.311323 0.215826 0.347706 -0.0461634 
-0.84 1 0.21 -0.441055 -0.299464 0.230817 0.339601 -0.0690986 
-0.8 1 0.2 -0.447236 -0.287285 0.245265 0.330478 -0.0916345 
-0.76 1 0.19 -0.453116 -0.274801 0.259149 0.320373 -0.113682 
-0.72 1 0.18 -0.458693 -0.262028 0.272449 0.309323 -0.135154 
-0.68 1 0.17 -0.46397 -0.248981 0.285142 0.297365 -0.155967 
-0.64 1 0.16 -0.468945 -0.235675 0.297212 0.284541 -0.176042 
-0.6 1 0.15 -0.473618 -0.222126 0.30864 0.270894 -0.195302 
-0.56 1 0.14 -0.47799 -0.208348 0.319408 0.256465 -0.213675 
-0.52 1 0.13 -0.48206 -0.194357 0.329503 0.241302 -0.23109 
-0.48 1 0.12 -0.485829 -0.180167 0.338908 0.22545 -0.247484 
-0.44 1 0.11 -0.489296 -0.165796 0.347611 0.208958 -0.262796 
-0.4 1 0.1 -0.492462 -0.151256 0.355598 0.191875 -0.276969 
-0.36 1 0.09 -0.495327 -0.136565 0.362859 0.174251 -0.289951 
-0.32 1 0.08 -0.497889 -0.121736 0.369383 0.156137 -0.301696 
-0.28 1 0.07 -0.500151 -0.106785 0.375162 0.137586 -0.312161 
-0.24 1 0.06 -0.50211 -0.0917282 0.380186 0.11865 -0.321307 
-0.2 1 0.05 -0.503769 -0.0765797 0.384449 0.0993834 -0.329103 
-0.16 1 0.04 -0.505126 -0.0613552 0.387946 0.07984 -0.33552 
-0.12 1 0.03 -0.506181 -0.0460696 0.39067 0.0600747 -0.340534 
-0.0800002 1 0.02 -0.506935 -0.0307385 0.392619 0.0401426 -0.344129 
-0.0400002 1 0.01 -0.507387 -0.0153768 0.393789 0.0200991 -0.346291 
0 1 -1.83855e-08 -0.507538 1.45306e-07 0.394179 -2.59395e-07 -0.347012 
0.04 1 -0.01 -0.507387 0.015377 0.393789 -0.0200995 -0.346291 
0.0799999 1 -0.02 -0.506935 0.0307387 0.392619 -0.0401429 -0.344129 
0.12 1 -0.03 -0.506181 0.0460698 0.39067 -0.0600751 -0.340534 
0.16 1 -0.04 -0.505126 0.0613554 0.387946 -0.0798404 -0.33552 
0.2 1 -0.05 -0.503769 0.07658 0.38445 -0.0993838 -0.329103 
0.24 1 -0.06 -0.50211 0.0917284 0.380186 -0.11865 -0.321307 
0.28 1 -0.0699999 -0.500151 0.106785 0.375162 -0.137586 -0.312161 
0.32 1 -0.0799999 -0.497889 0.121736 0.369384 -0.156138 -0.301696 
0.36 1 -0.09 -0.495327 0.136565 0.362859 -0.174252 -0.289951 
0.4 1 -0.1 -0.492462 0.151256 0.355598 -0.191876 -0.276968 
0.44 1 -0.11 -0.489296 0.165796 0.347611 -0.208959 -0.262795 
0.48 1 -0.12 -0.485829 0.180168 0.338908 -0.225451 -0.247484 
0.52 1 -0.13 -0.48206 0.194357 0.329503 -0.241302 -0.23109 
0.56 1 -0.14 -0.47799 0.208348 0.319409 -0.256466 -0.213675 
0.6 1 -0.15 -0.473618 0.222126 0.30864 -0.270894 -0.195302 
0.64 1 -0.16 -0.468945 0.235675 0.297212 -0.284542 -0.176042 
0.68 1 -0.17 -0.46397 0.248981 0.285142 -0.297366 -0.155967 
0.72 1 -0.18 -0.458693 0.262028 0.272449 -0.309323 -0.135154 
0.76 1 -0.19 -0.453116 0.274801 0.25915 -0.320374 -0.113682 
0.8 1 -0.2 -0.447236 0.287285 0.245265 -0.330479 -0.0916347 
0.84 1 -0.21 -0.441055 0.299464 0.230817 -0.339601 -0.0690988 
0.88 1 -0.22 -0.434573 0.311323 0.215826 -0.347707 -0.0461634 
0.92 1 -0.23 -0.427789 0.322848 0.200317 -0.354762 -0.0229209 
0.96 1 -0.24 -0.420703 0.334022 0.184314 -0.360736 0.000534403 
1 1 -0.25 -0.413317 0.34483 0.167842 -0.365602 0.0241058 
1.04 1 -0.26 -0.405628 0.355258 0.150927 -0.369332 0.0476949 
1.08 1 -0.27 -0.397638 0.36529 0.133598 -0.371905 0.0712012 
1.12 1 -0.28 -0.389347 0.374911 0.115882 -0.373298 0.0945234 
1.16 1 -0.29 -0.380754 0.384105 0.0978106 -0.373493 0.117559 
1.2 1 -0.3 -0.371859 0.392858 0.0794133 -0.372476 0.140204 
1.24 1 -0.31 -0.362663 0.401154 0.0607224 -0.370234 0.162355 
1.28 1 -0.32 -0.353166 0.408978 0.0417709 -0.366757 0.183908 
1.32 1 -0.33 -0.343367 0.416315 0.022593 -0.362039 0.20476 
1.36 1 -0.34 -0.333266 0.423149 0.00322372 -0.356077 0.224807 
1.4 1 -0.35 -0.322864 0.429466 -0.0163008 -0.34887 0.243948 
1.44 1 -0.36 -0.312161 0.435249 -0.0359428 -0.340422 0.262081 
1.48 1 -0.37 -0.301156 0.440484 -0.0556642 -0.330739 0.279108 
1.52 1 -0.38 -0.289849 0.445156 -0.0754254 -0.319834 0.294931 
1.56 1 -0.39 -0.278241 0.449249 -0.0951857 -0.307718 0.309456 
1.6 1 -0.4 -0.266332 0.452749 -0.114904 -0.294411 0.322592 
1.64 1 -0.41 -0.254121 0.455639 -0.134536 -0.279935 0.334251 
1.68 1 -0.42 -0.241608 0.457905 -0.15404 -0.264314 0.344348 
1.72 1 -0.43 -0.228794 0.459531 -0.17337 -0.247578 0.352803 
1.76 1 -0.44 -0.215678 0.460503 -0.19248 -0.229763 0.359543 
1.8 1 -0.45 -0.202261 0.460804 -0.211323 -0.210906 0.364495 
1.84 1 -0.46 -0.188543 0.46042 -0.229851 -0.191049 0.367596 
1.88 1 -0.47 -0.174523 0.459336 -0.248014 -0.17024 0.368789 
1.92 1 -0.48 -0.160201 0.457536 -0.265763 -0.148531 0.368021 
1.96 1 -0.49 -0.145578 0.455005 -0.283046 -0.125977 0.365248 
2 1 -0.5 -0.130653 0.451728 -0.29981 -0.102641 0.360435 
2.04 1 -0.51 -0.115427 0.44769 -0.316002 -0.078588 0.353553 
2.08 1 -0.52 -0.0998995 0.442875 -0.331567 -0.0538888 0.344583 
2.12 1 -0.53 -0.0840704 0.437268 -0.346449 -0.0286197 0.333515 
2.16 1 -0.54 -0.0679397 0.430854 -0.360592 -0.00286194 0.32035 
2.2 1 -0.55 -0.0515076 0.423618 -0.373938 0.0232981 0.305099 
2.24 1 -0.56 -0.0347739 0.415544 -0.386428 0.0497684 0.287783 
2.28 1 -0.57 -0.0177388 0.406618 -0.398001 0.0764517 0.268436 
2.32 1 -0.58 -0.000402107 0.396824 -0.408597 0.103245 0.247106 
2.36 1 -0.59 0.017236 0.386146 -0.418153 0.13004 0.223851 
2.4 1 -0.6 0.0351758 0.37457 -0.426607 0.156723 0.198744 
2.44 1 -0.61 0.0534172 0.36208 -0.433893 0.183173 0.171873 
2.48 1 -0.62 0.0719598 0.348661 -0.439946 0.209263 0.143342 
2.52 1 -0.63 0.090804 0.334299 -0.4447 0.234862 0.113266 
2.56 1 -0.64 0.10995 0.318977 -0.448087 0.259832 0.0817827 
2.6 1 -0.65 0.129397 0.30268 -0.450038 0.284027 0.0490425 
2.64 1 -0.66 0.149146 0.285394 -0.450483 0.307298 0.015215 
2.68 1 -0.67 0.169196 0.267102 -0.449353 0.329485 -0.0195113 
2.72 1 -0.68 0.189548 0.24779 -0.446573 0.350426 -0.0549293 
2.76 1 -0.69 0.210201 0.227443 -0.442073 0.36995 -0.0908112 
2.8 1 -0.7 0.231156 0.206045 -0.435777 0.387879 -0.126909 
2.84 1 -0.71 0.252412 0.183582 -0.42761 0.404029 -0.162953 
2.88 1 -0.72 0.27397 0.160037 -0.417496 0.418209 -0.198651 
2.92 1 -0.73 0.295829 0.135395 -0.405357 0.43022 -0.233688 
2.96 1 -0.74 0.31799 0.109642 -0.391116 0.439857 -0.267725 
3 1 -0.75 0.340452 0.0827621 -0.374692 0.446907 -0.300397 
3.04 1 -0.76 0.363216 0.0547402 -0.356005 0.451151 -0.331316 
3.08 1 -0.77 0.386281 0.025561 -0.334974 0.452361 -0.360065 
3.12 1 -0.78 0.409648 -0.00479071 -0.311515 0.450301 -0.386202 
3.16 1 -0.79 0.433316 -0.0363302 -0.285544 0.444729 -0.409255 
3.2 1 -0.8 0.457286 -0.0690727 -0.256977 0.435395 -0.428725 
3.24 1 -0.81 0.481558 -0.103033 -0.225728 0.42204 -0.444081 
3.28 1 -0.82 0.506131 -0.138227 -0.191709 0.404398 -0.454763 
3.32 1 -0.83 0.531005 -0.17467 -0.154833 0.382194 -0.460178 
3.36 1 -0.84 0.556181 -0.212377 -0.11501 0.355147 -0.459701 
3.4 1 -0.85 0.581658 -0.251363 -0.0721489 0.322965 -0.452675 
3.44 1 -0.86 0.607437 -0.291643 -0.0261589 0.285348 -0.438406 
3.48 1 -0.87 0.633518 -0.333233 0.023052 0.241992 -0.416167 
3.52 1 -0.88 0.659899 -0.376148 0.0755776 0.192578 -0.385192 
3.56 1 -0.89 0.686583 -0.420402 0.131513 0.136782 -0.344681 
3.6 1 -0.9 0.713568 -0.466012 0.190954 0.0742704 -0.293793 
3.64 1 -0.91 0.740854 -0.512993 0.253997 0.00470137 -0.231648 
3.68 1 -0.92 0.768442 -0.561359 0.32074 -0.0722765 -0.157328 
3.72 1 -0.93 0.796331 -0.611125 0.391282 -0.157024 -0.0698717 
3.76 1 -0.94 0.824522 -0.662309 0.465723 -0.249909 0.0317243 
3.8 1 -0.95 0.853015 -0.714923 0.544165 -0.351312 0.148506 
3.84 1 -0.96 0.881809 -0.768984 0.62671 -0.461621 0.281565 
3.88 1 -0.97 0.910904 -0.824507 0.713461 -0.581231 0.432037 
3.92 1 -0.98 0.940301 -0.881508 0.804522 -0.710552 0.601105 
3.96 1 -0.99 0.97 -0.940001 0.900001 -0.850001 0.790001 
4 1 -1 1 -1 1 -1 1 
